"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Ai-powered medical imaging for privacy-preserving early cancer diagnosis and secure integration into u.s. healthcare systems","https://scispace.com/paper/ai-powered-medical-imaging-for-privacy-preserving-early-qw7cateshu1m","2022","Journal Article","","Md. Samsul Alam
Md. Mottahir Alam","10.63125/px8zr574","https://ajhmsjournal.com/index.php/ajhms/article/download/3/3","This study evaluated the effectiveness of AI-powered medical imaging for privacy-preserving early cancer diagnosis and secure integration into U.S. healthcare systems using a federated, multi-institutional dataset of 68,425 imaging examinations. The analysis demonstrated that AI augmentation substantially improved diagnostic outcomes, with mixed-effects logistic regression revealing an 84% increase in odds of early cancer detection compared to standard interpretation alone. AI confidence scores exhibited strong alignment with confirmed early-stage malignancies (correlation r = 0.72), and radiologist agreement improved significantly when supported by AI-generated probability maps and lesion annotations. Workflow evaluation indicated that AI integration reduced median time-to-report by 6.42 minutes, despite a modest increase of 1.17 clicks per case associated with AI-panel interactions. Privacy and security assessments showed that encryption coverage averaged 89.6%, and higher encryption levels significantly lowered privacy leakage scores (β = –0.031). Differential privacy mechanisms further reduced membership inference risk (β = –0.22) without producing measurable declines in diagnostic accuracy. Interoperability testing confirmed that AI outputs achieved high integration compliance across heterogeneous electronic health record and PACS environments, with consistent data throughput and minimal system latency. Reliability and validity analyses demonstrated strong internal consistency for diagnostic indices (Cronbach’s α = 0.91) and high temporal stability across federated rounds. While institutional variability in imaging quality and security maturity introduced some limitations, the overall findings indicate that AI-powered, privacy-preserving imaging systems can enhance early cancer detection, strengthen security protections, and improve workflow efficiency in diverse U.S. healthcare settings. These results support the scalable deployment of AI-driven diagnostic infrastructure capable of maintaining both clinical accuracy and stringent privacy safeguards. ","This study evaluates AI-powered medical imaging for early cancer diagnosis and secure integration into US healthcare systems, demonstrating an 84% increase in early cancer detection and improved diagnostic outcomes with AI augmentation, while maintaining strong privacy and security safeguards."
"Analysis of Cancer Risk Models Driven by Multimodal Data Fusion","https://scispace.com/paper/analysis-of-cancer-risk-models-driven-by-multimodal-data-fa48ug5p3zyq","2025","Journal Article","","Peiyu Wang","10.61173/k0kry872","","Cancer is a leading global cause of mortality, with its pathogenesis involving complex interactions across genetic, molecular, and clinical dimensions. Early and accurate risk prediction is thus pivotal for timely intervention and improving patient survival rates. However, traditional single-modal cancer risk models, which depend on a single data type such as genomics or imaging, cannot capture cancer’s inherent multi-dimensional and heterogeneous characteristics. This shortcoming not only limits their predictive accuracy but also restricts their practical utility in clinical settings. Multimodal data fusion effectively addresses this limitation by integrating complementary genomic, proteomic, imaging, and clinical data to build more comprehensive and reliable risk models. This paper systematically analyzes the current landscape of multimodal data-driven cancer risk models. It elaborates on the four core data types and their unique roles in reflecting disease attributes, classifies fusion methods into three levels based on different data processing stages, explores key clinical applications including early screening and prognosis assessment, and discusses major challenges such as data heterogeneity and privacy concerns along with corresponding solutions. The study emphasizes the significant value of multimodal fusion in enhancing model performance and offers a theoretical and technical reference to advance the development and clinical translation of precision oncology.","This study analyzes multimodal data-driven cancer risk models, integrating genomic, proteomic, imaging, and clinical data to enhance predictive accuracy and practical utility in clinical settings, addressing limitations of traditional single-modal models and highlighting challenges and solutions."
"DADFN: dynamic adaptive deep fusion network based on imaging genomics for prediction recurrence of lung cancer","https://scispace.com/paper/dadfn-dynamic-adaptive-deep-fusion-network-based-on-imaging-26ey3c55","2023","Journal Article","Physics in Medicine and Biology","Liye Jia
Wei Wu
Guojie Hou
Yanan Zhang
Juanjuan Zhao
Yan Qiang
Long Wang","10.1088/1361-6560/acc168","","Objective. Recently, imaging genomics has increasingly shown great potential for predicting postoperative recurrence of lung cancer patients. However, prediction methods based on imaging genomics have some disadvantages such as small sample size, high-dimensional information redundancy and poor multimodal fusion efficiency. This study aim to develop a new fusion model to overcome these challenges. Approach. In this study, a dynamic adaptive deep fusion network (DADFN) model based on imaging genomics is proposed for predicting recurrence of lung cancer. In this model, the 3D spiral transformation is used to augment the dataset, which better retains the 3D spatial information of the tumor for deep feature extraction. The intersection of genes screened by LASSO, F-test and CHI-2 selection methods is used to eliminate redundant data and retain the most relevant gene features for the gene feature extraction. A dynamic adaptive fusion mechanism based on the cascade idea is proposed, and multiple different types of base classifiers are integrated in each layer, which can fully utilize the correlation and diversity between multimodal information to better fuse deep features, handcrafted features and gene features. Main results. The experimental results show that the DADFN model achieves good performance, and its accuracy and AUC are 0.884 and 0.863, respectively. This indicates that the model is effective in predicting lung cancer recurrence. Significance. The proposed model has the potential to help physicians to stratify the risk of lung cancer patients and can be used to identify patients who may benefit from a personalized treatment option.","Wang et al. as discussed by the authors proposed a dynamic adaptive deep fusion network (DADFN) model based on imaging genomics for predicting recurrence of lung cancer patients, which better retains the 3D spatial information of the tumor for deep feature extraction."
"DCCAFN: deep convolution cascade attention fusion network based on imaging genomics for prediction survival analysis of lung cancer","https://scispace.com/paper/dccafn-deep-convolution-cascade-attention-fusion-network-3n4k5ig9sy","2023","Journal Article","","Liye Jia
Xueting Ren
Wei Wu
Juanjuan Zhao
Yan Qiang
Qianqian Yang","10.1007/s40747-023-01204-2","","Abstract Recently, lung cancer prediction based on imaging genomics has attracted great attention. However, such studies often have many challenges, such as small sample size, high-dimensional information redundancy, and the inefficiency of multimodal fusion. Therefore, in this paper, a deep convolution cascade attention fusion network (DCCAFN) based on imaging genomics is proposed for the prediction of lung cancer patients’ survival. The network consists of three modules: an image feature extraction module (IFEM), a gene feature extraction module (GFEM), and an attention fusion network (AFN). In the IFEM, a pretrained residual network based on transfer learning is used to extract deep image features to fully capture the computed tomography (CT) image information conducive to prognosis prediction. In the GFEM, the F -test is first used for gene screening to eliminate redundant information, and then, a cascade network with the convolution cascade module (CCM) that contains a convolution operation, a pooling operation, and an ensemble forest classifier is designed to better extract the gene features. In the AFN, a bimodal attention fusion mechanism is proposed to fuse deep image features and gene features to improve the performance of predicting lung cancer survival. The experimental results show that the DCCAFN model achieves good performance, and its accuracy and AUC are 0.831 and 0.816, respectively. It indicates that the model is an effective multimodal data fusion method for predicting the survival prognosis of lung cancer, which can greatly help physicians stratify patients' risks, and achieve personalized treatment for improving the quality of patients' lives. ","The experimental results show that the DCCAFN model achieves good performance, and it indicates that the model is an effective multimodal data fusion method for predicting the survival prognosis of lung cancer, which can greatly help physicians stratify patients' risks, and achieve personalized treatment for improving the quality of patients' lives."
"Evolution of deep learning architectures for early detection of cancer: A comprehensive review","https://scispace.com/paper/evolution-of-deep-learning-architectures-for-early-detection-1wehdu2ltx","2018","Journal Article","International journal of applied research","Dr. Sunil Kumar Mishra
Dr.Yogesh Bhomia
S. Yadav","10.22271/allresearch.2018.v4.i8d.11442","","The relentless pursuit of advancements in medical diagnostics has led to a paradigm shift in the field of cancer detection, with deep learning emerging as a powerful tool for early identification. This comprehensive review delves into the evolutionary trajectory of deep learning architectures employed in the realm of cancer detection, highlighting the transformative impact on early diagnosis.The review commences by elucidating the urgency and significance of early cancer detection, underscoring the potential to significantly enhance patient outcomes and reduce mortality rates. Subsequently, it navigates through the chronological progression of deep learning architectures, providing a nuanced exploration of their evolution and adaptation to the intricacies of cancer detection. The initial phase of the review addresses the foundational convolutional neural networks (CNNs) that laid the groundwork for deep learning in medical imaging. With seminal models like Alex Net, VGG, and ResNet, the efficacy of CNNs in extracting intricate patterns from medical images is scrutinized, revealing their pioneering role in shaping subsequent developments. The narrative then shifts towards the integration of recurrent neural networks (RNNs) and long short-term memory (LSTM) networks, extending the capabilities of deep learning to temporal data analysis. This evolution is particularly significant in the context of dynamic imaging modalities, such as functional magnetic resonance imaging (fMRI) and dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI), where temporal patterns play a crucial role in early cancer detection. As the review progresses, attention is directed towards the symbiotic relationship between deep learning and radiomics, exploring how the fusion of radiomic features and deep learning architectures enhances the discrimination power of cancer detection models. The emergence of attention mechanisms, transfer learning, and ensemble methods further amplifies the diagnostic accuracy, fostering a holistic approach to early cancer detection. ","This comprehensive review explores the evolution of deep learning architectures for early cancer detection, tracing the chronological progression from foundational CNNs to RNNs, LSTM networks, and the integration of radiomics, attention mechanisms, and transfer learning to enhance diagnostic accuracy."
"Combining Molecular, Imaging, and Clinical Data Analysis for Predicting Cancer Prognosis","https://scispace.com/paper/combining-molecular-imaging-and-clinical-data-analysis-for-36805f50","2022","Journal Article","Cancers","Barbara Lobato-Delgado
Blanca Priego-Torres
Daniel Sanchez-Morillo","10.3390/cancers14133215","https://scispace.com/pdf/combining-molecular-imaging-and-clinical-data-analysis-for-36805f50.pdf","Simple Summary The rise of Big Data, the widespread use of Machine Learning, and the cheapening of omics techniques have allowed for the creation of more sophisticated and accurate models in biomedical research. This article presents the state-of-the-art predictive models of cancer prognosis that use multimodal data, considering clinical, molecular (omics and non-omics), and image data. The subject of study, the data modalities used, the data processing and modelling methods applied, the validation strategies involved, the integration strategies encompassed, and the evolution of prognostic predictive models are discussed. Finally, we discuss challenges and opportunities in this field of cancer research, with great potential impact on the clinical management of patients and, by extension, on the implementation of personalised and precision medicine. Abstract Cancer is one of the most detrimental diseases globally. Accordingly, the prognosis prediction of cancer patients has become a field of interest. In this review, we have gathered 43 state-of-the-art scientific papers published in the last 6 years that built cancer prognosis predictive models using multimodal data. We have defined the multimodality of data as four main types: clinical, anatomopathological, molecular, and medical imaging; and we have expanded on the information that each modality provides. The 43 studies were divided into three categories based on the modelling approach taken, and their characteristics were further discussed together with current issues and future trends. Research in this area has evolved from survival analysis through statistical modelling using mainly clinical and anatomopathological data to the prediction of cancer prognosis through a multi-faceted data-driven approach by the integration of complex, multimodal, and high-dimensional data containing multi-omics and medical imaging information and by applying Machine Learning and, more recently, Deep Learning techniques. This review concludes that cancer prognosis predictive multimodal models are capable of better stratifying patients, which can improve clinical management and contribute to the implementation of personalised medicine as well as provide new and valuable knowledge on cancer biology and its progression.","It is concluded that cancer prognosis predictive multimodal models are capable of better stratifying patients, which can improve clinical management and contribute to the implementation of personalised medicine as well as provide new and valuable knowledge on cancer biology and its progression."
"Multimodal CustOmics: A Unified and Interpretable Multi-Task Deep Learning Framework for Multimodal Integrative Data Analysis in oncology","https://scispace.com/paper/multimodal-customics-a-unified-and-interpretable-multi-task-4mq1d2vluq","2024","Journal Article","bioRxiv","Hakim Benkirane
Maria Vakalopoulou
David Planchard
Julien Adam
Ken Olaussen
Stefan Michiels
Paul-Henry Cournède","10.1101/2024.01.20.576363","","Characterizing cancer poses a delicate challenge as it involves deciphering complex biological interactions within the tumor’s microenvironment. Histology images and molecular profiling of tumors are often available in clinical trials and can be leveraged to understand these interactions. However, despite recent advances in representing multimodal data for weakly supervised tasks in the medical domain, numerous challenges persist in achieving a coherent and interpretable fusion of whole slide images and multi-omics data. Each modality operates at distinct biological levels, introducing substantial correlations both between and within data sources. In response to these challenges, we propose a deep-learning-based approach designed to represent multimodal data for precision medicine in a readily interpretable manner. Demonstrating superior performance compared to state-of-the-art methods across multiple test cases, our approach not only provides robust results but also extracts various scores, shedding light on the activity of each modality and their interactions at the pathway and gene levels. The strengths of our method lie in its capacity to unravel pathway activation through multimodal relationships and extend enrichment analysis to spatial data for supervised tasks. We showcase the efficiency and robustness of its interpretations of our method through an extensive exploration of multiple TCGA datasets and validation cohorts, underscoring its value in advancing our understanding of cancer. The method is publicly available in Github.","This work proposes a deep-learning-based approach designed to represent multimodal data for precision medicine in a readily interpretable manner and demonstrates superior performance compared to state-of-the-art methods across multiple test cases."
"Radiogenomics: bridging the gap between imaging and genomics for precision oncology","https://scispace.com/paper/radiogenomics-bridging-the-gap-between-imaging-and-genomics-69552hjt1dyk","2024","Journal Article","MedComm","Wenle He
Wenhui Huang
Lu Zhang
Xuewei Wu
Shuixing Zhang
Bin Zhang","10.1002/mco2.722","","Abstract Genomics allows the tracing of origin and evolution of cancer at molecular scale and underpin modern cancer diagnosis and treatment systems. Yet, molecular biomarker‐guided clinical decision‐making encounters major challenges in the realm of individualized medicine, consisting of the invasiveness of procedures and the sampling errors due to high tumor heterogeneity. By contrast, medical imaging enables noninvasive and global characterization of tumors at a low cost. In recent years, radiomics has overcomes the limitations of human visual evaluation by high‐throughput quantitative analysis, enabling the comprehensive utilization of the vast amount of information underlying radiological images. The cross‐scale integration of radiomics and genomics (hereafter radiogenomics) has the enormous potential to enhance cancer decoding and act as a catalyst for digital precision medicine. Herein, we provide a comprehensive overview of the current framework and potential clinical applications of radiogenomics in patient care. We also highlight recent research advances to illustrate how radiogenomics can address common clinical problems in solid tumors such as breast cancer, lung cancer, and glioma. Finally, we analyze existing literature to outline challenges and propose solutions, while also identifying future research pathways. We believe that the perspectives shared in this survey will provide a valuable guide for researchers in the realm of radiogenomics aiming to advance precision oncology. ","Radiogenomics integrates radiomics and genomics to enhance cancer decoding, offering a non-invasive, cost-effective approach to precision oncology, with potential applications in solid tumors such as breast, lung, and glioma, and addressing challenges in individualized medicine."
"Artificial intelligence radiogenomics for advancing precision and effectiveness in oncologic care (Review)","https://scispace.com/paper/artificial-intelligence-radiogenomics-for-advancing-56xj3585sy","2020","Journal Article","International Journal of Oncology","Eleftherios Trivizakis
Georgios Z. Papadakis
Ioannis Souglakos
Nikolaos Papanikolaou
Lefteris Koumakis
Demetrios A. Spandidos
Aristidis Tsatsakis
Apostolos H. Karantanas
Kostas Marias","10.3892/IJO.2020.5063","https://scispace.com/pdf/artificial-intelligence-radiogenomics-for-advancing-56xj3585sy.pdf","The new era of artificial intelligence (AI) has introduced revolutionary data‑driven analysis paradigms that have led to significant advancements in information processing techniques in the context of clinical decision‑support systems. These advances have created unprecedented momentum in computational medical imaging applications and have given rise to new precision medicine research areas. Radiogenomics is a novel research field focusing on establishing associations between radiological features and genomic or molecular expression in order to shed light on the underlying disease mechanisms and enhance diagnostic procedures towards personalized medicine. The aim of the current review was to elucidate recent advances in radiogenomics research, focusing on deep learning with emphasis on radiology and oncology applications. The main deep learning radiogenomics architectures, together with the clinical questions addressed, and the achieved genetic or molecular correlations are presented, while a performance comparison of the proposed methodologies is conducted. Finally, current limitations, potentially understudied topics and future research directions are discussed.","The main deep learning radiogenomics architectures, together with the clinical questions addressed, and the achieved genetic or molecular correlations are presented, while a performance comparison of the proposed methodologies is conducted."
"The Era of Radiogenomics in Precision Medicine: An Emerging Approach to Support Diagnosis, Treatment Decisions, and Prognostication in Oncology.","https://scispace.com/paper/the-era-of-radiogenomics-in-precision-medicine-an-emerging-5eyf4kcgbc","2021","Journal Article","Frontiers in Oncology","Lin Shui
Haoyu Ren
Xi Yang
Jian Li
Ziwei Chen
Cheng Yi
Hong Zhu
Pixian Shui","10.3389/FONC.2020.570465","https://scispace.com/pdf/the-era-of-radiogenomics-in-precision-medicine-an-emerging-5eyf4kcgbc.pdf","With the rapid development of new technologies, including artificial intelligence and genome sequencing, radiogenomics has emerged as a state-of-the-art science in the field of individualized medicine Radiogenomics combines a large volume of quantitative data extracted from medical images with individual genomic phenotypes and constructs a prediction model through deep learning to stratify patients, guide therapeutic strategies, and evaluate clinical outcomes Recent studies of various types of tumors demonstrate the predictive value of radiogenomics And some of the issues in the radiogenomic analysis and the solutions from prior works are presented Although the workflow criteria and international agreed guidelines for statistical methods need to be confirmed, radiogenomics represents a repeatable and cost-effective approach for the detection of continuous changes and is a promising surrogate for invasive interventions Therefore, radiogenomics could facilitate computer-aided diagnosis, treatment, and prediction of the prognosis in patients with tumors in the routine clinical setting Here, we summarize the integrated process of radiogenomics and introduce the crucial strategies and statistical algorithms involved in current studies","For example, Radiogenomics combines a large volume of quantitative data extracted from medical images with individual genomic phenotypes and constructs a prediction model through deep learning to stratify patients, guide therapeutic strategies, and evaluate clinical outcomes as mentioned in this paper."
"Imaging Biomarkers and Gene Expression Data Correlation Framework for Lung Cancer Radiogenomics Analysis Based on Deep Learning","https://scispace.com/paper/imaging-biomarkers-and-gene-expression-data-correlation-53lrppj2on","2021","Journal Article","IEEE Access","Dong Sui
Maozu Guo
Xiaoxuan Ma
Julian Baptiste
Lei Zhang","10.1109/ACCESS.2021.3071466","https://scispace.com/pdf/imaging-biomarkers-and-gene-expression-data-correlation-53lrppj2on.pdf","Precision medicine, a popular treatment strategy, has become increasingly important to the development of targeted therapy. To correlate medical imaging with prognostic and genomic data, researches in radiomics and radiogenomics have provided many pre-defined image features to describe image information quantitatively or qualitatively. However, in previous researches, there are only statistical results which prove high correlation among multi-source medical data, but those can’t give intuitive and visual result. In this paper, a deep learning based radiogenomic framework is provided to construct the linkage from lung tumor images to genomic data and implement generation process in turn, which form a bi-direction framework to map multi-source medical data. The imaging features are extracted from autoencoder under the condition of genomic data. It can obtain much more relevant features than traditional radiogenomic methods. Finally, we use generative adversarial network to transform genomic data onto tumor images, which gives a cogent result to explain the linkage between them. As a result, our framework provides a deep learning method to do radiogenomic researches more functionally and intuitively.","A deep learning based radiogenomic framework is provided to construct the linkage from lung tumor images to genomic data and implement generation process in turn, which form a bi-direction framework to map multi-source medical data."
"Towards Improved Cancer Diagnosis and Prognosis Using Analysis of Gene Expression Data and Computer Aided Imaging","https://scispace.com/paper/towards-improved-cancer-diagnosis-and-prognosis-using-wftjgjcrd8","2009","Journal Article","Experimental Biology and Medicine","Gabriela Alexe
James Monaco
Scott Doyle
Ajay Basavanhally
Anupama Reddy
Michael Seiler
Shridar Ganesan
Gyan Bhanot
Anant Madabhushi","10.3181/0902-MR-89","","With the increasing cost effectiveness of whole slide digital scanners, gene expression microarray and SNP technologies, tissue specimens can now be analyzed using sophisticated computer aided image and data analysis techniques for accurate diagnoses and identification of prognostic markers and potential targets for therapeutic intervention. Microarray analysis is routinely able to identify biomarkers correlated with survival and reveal pathways underlying pathogenesis and invasion. In this paper we describe how microarray profiling of tumor samples combined with simple but powerful methods of analysis can identify biologically distinct disease subclasses of breast cancer with distinct molecular signatures, differential recurrence rates and potentially, very different response to therapy. Image analysis methods are also rapidly finding application in the clinic, complementing the pathologist in quantitative, reproducible, detection, staging, and grading of disease. We will describe novel computerized image analysis techniques and machine learning tools for automated cancer detection from digitized histopathology and how they can be employed for disease diagnosis and prognosis for prostate and breast cancer.","How microarray profiling of tumor samples combined with simple but powerful methods of analysis can identify biologically distinct disease subclasses of breast cancer with distinct molecular signatures, differential recurrence rates and potentially, very different response to therapy is described."
"Integrating Radio Imaging With Gene Expressions Toward a Personalized Management of Cancer","https://scispace.com/paper/integrating-radio-imaging-with-gene-expressions-toward-a-1ykcdzemch","2014","Journal Article","IEEE Transactions on Human-Machine Systems","Sushmita Mitra
B. Uma Shankar","10.1109/THMS.2014.2325744","","Radiographic-imaging modalities like computerized tomography, positron emission tomography, and magnetic resonance imaging are playing a major role in the diagnosis and prognosis of cancer. Gene and protein expression patterns, from the tumor genome, are seen to facilitate individualized selection of therapies. Along with breakthroughs in biotechnology, applicable within cancer radiation biology, a new research field called Radiogenomics has been born in radiation oncology. Associating genotypes with imaging phenotypes holds promise for personalized optimal treatment. Segmentation and feature selection from the region of interest in an image are followed by correlation with the gene expression profile of the tumor in order to determine its noninvasive surrogates. This paper highlights the roles of quantitative imaging, genomics, and radiogenomics for a patient-specific tumor management.","The roles of quantitative imaging, genomics, and radiogenomics for a patient-specific tumor management are highlighted and hold promise for personalized optimal treatment."
"AI-Powered Diagnostic Support in Oncology: A Comparative Case Study of GPT-4 Omni and Gemini Advanced in Breast Cancer Detection","https://scispace.com/paper/ai-powered-diagnostic-support-in-oncology-a-comparative-case-q51p54kgmgbu","2025","Repository","","","10.5281/zenodo.14910375","","&lt;p&gt;&lt;strong&gt;Abstract: &lt;/strong&gt;&lt;/p&gt; &lt;p&gt;This study evaluates the diagnostic efficacy of GPT-4 Omni and Gemini Advanced in early breast cancer detection using publicly available medical imaging data. The aim is to assess and compare these AI models&rsquo; diagnostic accuracy against established benchmarks, contributing to the enhancement of AI-powered tools in oncology. The Cancer Imaging Archive (TCIA) and the Kaggle Breast Cancer Dataset, both open-access, were utilized to evaluate the diagnostic performance of GPT-4 Omni and Gemini Advanced. Datasets include a range of breast cancer imaging modalities (mammograms, ultrasound, MRI). The study employs a case study approach, analyzing representative image samples, comparing AI-generated diagnoses with ground truth pathology labels and expert radiologist interpretations. Key performance metrics included sensitivity, specificity, positive predictive value (PPV), negative predictive value (NPV), and area under the receiver operating characteristic curve (AUC). Preliminary findings indicate that GPT-4 Omni achieved an AUC of 0.88 for mammogram-based detection, exceeding the performance of Gemini Advanced (AUC=0.82) in similar tasks. Conversely, Gemini Advanced demonstrated superior performance in detecting micro-metastases in ultrasound images, achieving a sensitivity of 90%. Error analysis revealed that GPT-4 Omni's performance was affected by dense breast tissue, while Gemini Advanced occasionally misclassified benign lesions as malignant. Both GPT-4 Omni and Gemini Advanced demonstrate significant potential for augmenting breast cancer diagnostics. This study highlights the need for model-specific benchmarking and tailored integration strategies for AI tools within radiology workflows to maximize diagnostic accuracy and minimize potential errors. Future research should focus on refining algorithms to address limitations identified, enhancing explainability, and exploring personalized risk assessment. These findings have implications for improving diagnostic accuracy, potentially reducing unnecessary biopsies, and ultimately enhancing patient outcomes in breast cancer screening and detection.&lt;/p&gt; &lt;p&gt;&lt;br&gt;&lt;em&gt;Keywords: GPT-4 Omni, Gemini Advanced, Breast Cancer, Medical Imaging, Artificial Intelligence, Diagnostic Accuracy, Deep Learning, Mammography, Ultrasound, MRI, Failure Mode Analysis, Open-Access Data, TCIA Dataset, Kaggle Dataset&lt;/em&gt;&lt;/p&gt; ",""
"Integrating Multimodal AI Models for Enhanced Oral Cancer Detection and Diagnosis","https://scispace.com/paper/integrating-multimodal-ai-models-for-enhanced-oral-cancer-3n077vjdkokc","","","","K. Shantha Kumari
S. Udhya Shree
C. Calarany","10.1109/iciics63763.2024.10859605","","Oral cancer is a major global health issue marked by high morbidity and mortality rates, primarily due to late-stage diagnosis. This work proposes the Advanced AI models that use multimodal data for early detection and diagnosis of oral cancer. Currently, traditional machine learning algorithms coupled with deep learning algorithms such as Convolutional neural networks (CNNs), focus on image-based analysis for detecting cancer. These works are delimited with minimal robustness and input data efficacy. Through the proposed multimodal AI model, histopathological images and clinical notes of the oral cancer patients are combinedly analyzed by which diagnostic accuracy is enhanced. This framework integrates CNN s for image analysis and Transformer-based models for text analysis, with a sophisticated fusion layer for data integration. Enhanced preprocessing techniques and performance optimization through Vision Transformers (ViTs) and BERT models significantly improve sensitivity, specificity, and Fl-score. The multimodal AI model achieved a sensitivity of 0.90, specificity of 0.85, and an Fl-score of 0.89, outperforming previous models like SVMs, RF, and CNNs. This indicates a high accuracy in identifying both positive and negative cases, ensuring reliable diagnoses. The results demonstrate a substantial improvement over traditional methods, that lays foundations for early diagnosis.","This study proposes a multimodal AI model integrating CNNs and Transformers for enhanced oral cancer detection and diagnosis, achieving a sensitivity of 0.90, specificity of 0.85, and F1-score of 0.89, outperforming traditional methods."
"A Comprehensive Review of CNN and Multimodal AI Techniques for Skin and Lung Cancer Diagnosis","https://scispace.com/paper/a-comprehensive-review-of-cnn-and-multimodal-ai-techniques-7467iqmxj9e2","2025","Journal Article","","Neha Mishra
Manoj Diwakar
Sanjay Roka
Neeraj Kumar Pandey
Prabhishek Singh
Chandrakala Arya","10.1109/iccca66364.2025.11325220","","In oncology, the most challenging part is early and accurate detection of skin and lung cancer. However, development in artificial intelligence (AI) has brought a revolution in automated cancer diagnosis, specifically convolutional neural networks (CNNs) and multimodal deep learning has done great job. To provide detailed and all-inclusive review of state-of-the-art methods, data is taken from 28 important research in which imaging modalities like CT, PET and dermoscopy are used in this study. We give attention to model structure, fusion plans and performance metrics, highlighting patterns that shows multimodal integration which always outstrip the unimodal CNN baselines. Persistent issues are getting highlighted in this analysis such as data imbalance, interpretation problems and difficulties in implementation, and additionally it also accurately specifies the data collections. At last, we are delineating the potential points for deployment of AI systems that are flexible, understandable, preserves the privacy, and can be used for oncology practice in real. For the researchers and clinicians who are searching for impactful AI solutions for cancer diagnostics, this work can be a reference of combined perspective. ","This comprehensive review of CNN and multimodal AI techniques for skin and lung cancer diagnosis highlights state-of-the-art methods, data, and performance metrics, emphasizing multimodal integration's superiority over unimodal CNNs, while addressing persistent issues and potential deployment points."
"The Efficacy of Electronic Health Record-Based Artificial Intelligence Models for Early Detection of Pancreatic Cancer: A Systematic Review and Meta-Analysis","https://scispace.com/paper/the-efficacy-of-electronic-health-record-based-artificial-fmuu68vuh790","2026","Journal Article","Cancers","G. Makiev
Igor Samoylenko
Valeria V. Nazarova
Zahra R. Magomedova
A. Tryakin
T. G. Gevorkyan","10.3390/cancers18020315","","Background: The persistently low 5-year survival rate for pancreatic cancer (PC) underscores the critical need for early detection. However, population-wide screening remains impractical. Artificial Intelligence (AI) models using electronic health record (EHR) data offer a promising avenue for pre-symptomatic risk stratification. Objective: To systematically review and meta-analyze the performance of AI models for PC prediction based exclusively on structured EHR data. Methods: We systematically searched PubMed, MedRxiv, BioRxiv, and Google Scholar (2010–2025). Inclusion criteria encompassed studies using EHR-derived data (excluding imaging/genomics), applying AI for PC prediction, reporting AUC, and including a non-cancer cohort. Two reviewers independently extracted data. Random-effects meta-analysis was performed for AUC, sensitivity (Se), and specificity (Sp) using R software version 4.5.1. Heterogeneity was assessed using I2 statistics and publication bias was evaluated. Results: Of 946 screened records, 19 studies met the inclusion criteria. The pooled AUC across all models was 0.785 (95% CI: 0.759–0.810), indicating good overall discriminatory ability. Neural Network (NN) models demonstrated a statistically significantly higher pooled AUC (0.826) compared to Logistic Regression (LogReg, 0.799), Random Forests (RF, 0.762), and XGBoost (XGB, 0.779) (all p < 0.001). In analyses with sufficient data, models like Light Gradient Boosting (LGB) showed superior Se and Sp (99% and 98.7%, respectively) compared to NNs and LogReg, though based on limited studies. Meta-analysis of Se and Sp revealed extreme heterogeneity (I2 ≥ 99.9%), and the positive predictive values (PPVs) reported across studies were consistently low (often < 1%), reflecting the challenge of screening a low-prevalence disease. Conclusions: AI models using EHR data show significant promise for early PC detection, with NNs achieving the highest pooled AUC. However, high heterogeneity and typically low PPV highlight the need for standardized methodologies and a targeted risk-stratification approach rather than general population screening. Future prospective validation and integration into clinical decision-support systems are essential.","This systematic review and meta-analysis of 19 studies found that AI models using electronic health record data can effectively predict pancreatic cancer with a pooled AUC of 0.785, with neural network models demonstrating the highest performance."
"A Comprehensive Review on Artificial Intelligence-Driven Radiomics for Early Cancer Detection and Intelligent Medical Supply Chain","https://scispace.com/paper/a-comprehensive-review-on-artificial-intelligence-driven-40vu48ldkq","2024","Book Chapter","Advances in logistics, operations, and management science book series","Rajneesh Talwar
Manvinder Sharma
. Sonia","10.4018/979-8-3693-1347-3.ch015","","An intelligent supply chain is essential in the continuously changing environment of the healthcare industry because it combines modern technology, data analytics, and artificial intelligence. Artificial intelligence-driven radiomics enables the extraction of intricate details from medical images, allowing for the early detection and diagnosis of cancer. These algorithms can identify subtle patterns and features in imaging data that might go unnoticed by human observers. Early detection is critical for improving survival rates and treatment outcomes. In this chapter, a review is done on convolutional neural networks (CNNs), transfer learning, ensemble models, radiomics features and machine learning, deep learning for histopathology, multi-modal integration, risk assessment models, and real-time image analysis. The review compresses work on parameters like cancer type, dataset size, accuracy, complexity, and applications of these AI techniques. ","A comprehensive review on AI-driven radiomics for early cancer detection and intelligent medical supply chain highlights the potential of AI in improving cancer diagnosis and treatment through early detection and accurate data analysis."
